2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01
ELD,ELD,ELD,MCR,MCR,MCR,PXS,BRM,BRM,PDN,GNS,WEC,SLM1,SLM1,CDD,BPT,PAN,IVA,PAN,DLS,PAN,HT1,HT1,DLS,GRY,GRY,GRY,TRY,BTU,DML,BBG,MAH,SLR,SLR,CBA,CBA,CBA,CBA,BHP,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CSL,CSL,CSL,CSL,CBA,CSL,CSL,CSL,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA,CBA
MDL,MDL,IFN,IFN,BOW,IFN,GNS,GBG,IFN,GNS,TPI,GNS,ERA,SLX,SLM1,PAN,MBN,PAN,MBN,A1M,HT1,MAH,LNC,HT1,SAR,PXS,PXS,BTU,MBN,BTU,PIR,IMD,EHL,EHL,BHP,BHP,BHP,BHP,CBA,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,CSL,BHP,CSL,CSL,CSL,CSL,CSL,CBA,CBA,CBA,CBA,CSL,CBA,CBA,CBA,CSL,CSL,BHP,BHP,BHP,BHP,BHP,BHP,BHP,CSL,CSL,CSL,CSL,CSL
MAH,TRS,TRS,BOW,TRS,OMH,MMX,GNS,MMX,PXS,IVA,SLM1,PAN,PAN,ERA,ERA,RMS,RMS,LNC,PAN,A1M,LNC,MAH,MAH,BTU,SAR,SAR,GBG,DML,CPL,IMD,BBG,MAH,MAH,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,BHP,BHP,BHP,BHP,ANZ,BHP,BHP,ANZ,NAB,NAB,NAB,NAB,ANZ,ANZ,NAB,ANZ,NAB,NAB,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,BHP,ANZ,ANZ,BHP,BHP,BHP,BHP,BHP,WBC,WBC,WBC,WBC,CSL,WBC,WBC,WBC,WBC,CSL,WBC,WBC,WBC,WBC,WBC,CSL,BHP,CSL,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,CSL,CSL,CSL,CSL,CSL,CSL,CSL,BHP,BHP,BHP,BHP,BHP
BOW,MAH,MDL,TRS,OMH,BOW,BRM,MMX,GNS,ERA,SLM1,SLX,SMX,ERA,PAN,MBN,IVA,MBN,BTU,LNC,LNC,GBG,BTU,BTU,GBG,BTU,BTU,CPL,TRY,GBG,MAH,EHL,IMD,IMD,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,BHP,ANZ,ANZ,NAB,ANZ,BHP,ANZ,ANZ,NAB,NAB,ANZ,TLS,ANZ,ANZ,NAB,TLS,TLS,NAB,NAB,NAB,BHP,NAB,BHP,NAB,NAB,NAB,NAB,NAB,BHP,ANZ,NAB,NAB,ANZ,ANZ,ANZ,ANZ,ANZ,NAB,CSL,CSL,CSL,WBC,CSL,CSL,CSL,CSL,WBC,CSL,CSL,CSL,CSL,CSL,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,NAB,NAB,NAB,WBC,WBC,WBC,WBC,WBC,WBC,WBC,WBC,NAB,NAB,NAB
TRS,BOW,BOW,MMX,MAH,PXS,HIL,IFN,PXS,IVA,SLX,ERA,GRY,PXS,SMX,RMS,ERA,AST,GRY,BTU,SAR,BTU,ERA,LNC,AOG,GBG,GBG,MBN,GBG,MBN,SDL,MDL,FWD,FWD,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,BHP,BHP,ANZ,BHP,BHP,TLS,TLS,TLS,NAB,TLS,BHP,TLS,NAB,NAB,BHP,BHP,BHP,NAB,BHP,NAB,BHP,BHP,BHP,BHP,BHP,NAB,NAB,BHP,BHP,NAB,NAB,NAB,NAB,NAB,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,NAB,NAB,NAB,ANZ,NAB,NAB,ANZ,ANZ,NAB,NAB,NAB,NAB,NAB,NAB,WBC,WBC,WBC,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,WBC,ANZ,WBC
MXG,MCR,MCR,SLM1,SLM1,GNS,IFN,HIL,HIL,SLM1,PAN,PAN,SLX,SMX,PXS,SAR,SAR,FMS,A1M,MBN,FKP,ERA,IMD,IMD,ERA,TRY,TRY,PIR,CPL,TRY,KCN,SDL,BBG,BBG,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,BHP,BHP,BHP,BHP,BHP,TLS,BHP,BHP,BHP,TLS,TLS,TLS,TLS,TLS,TLS,TLS,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,NAB,ANZ,ANZ,ANZ,NAB,ANZ,ANZ,NAB,NAB,ANZ,ANZ,WES,WES,WES,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,ANZ,WBC,ANZ
OMH,MXG,MAH,HIL,MMX,HIL,ERA,PXS,IVA,PAN,PXS,SMX,HT1,HT1,MXG,BOQ,GRY,GRY,CPL,HT1,BTU,SAR,SAR,GRY,TRY,ERA,PIR,MAH,PIR,PIR,MDL,PIR,SDL,SDL,WOW,WES,WES,WOW,WOW,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,WES,WES,WES,WES,CSL,CSL,TLS,TLS,TLS,TLS,TLS,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WOW,WOW,WOW,MQG,MQG,MQG,TLS,TLS,TLS,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WES,ANZ,ANZ,ANZ,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,MQG,MQG,MQG
MCR,IFN,MXG,MAH,IFN,TRS,SLM1,SLM1,ERA,AOG,RMS,IVA,AOG,MXG,AOG,AOG,MXG,LNC,HT1,CPL,MBN,CPL,TEN,ERA,ROC1,SPL,ERA,SPL,BBG,IMD,SPL,CDU,CDU,CDU,WES,WOW,WOW,WES,WES,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,CSL,CSL,CSL,CSL,WES,WES,WES,WES,WES,WES,WES,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,TLS,WOW,WOW,WOW,MQG,MQG,WOW,MQG,WES,TLS,WOW,WOW,WOW,WES,WOW,WOW,WES,WES,WES,WES,WES,WES,WES,WES,WES,WES,WOW,WOW,WOW,WOW,WOW,MQG,WOW,WOW,WOW,MQG,MQG,WOW,MQG,MQG,MQG,MQG,WES,WES,WES
SLM1,OMH,HIL,OMH,HIL,MMX,MAH,ERA,SLM1,TPI,CER,RMS,IVA,ALG,RMS,MXG,LNC,A1M,AOG,GRY,GRY,AQP,GRY,SAR,CPL,EWC,SPL,IMD,MAH,BBG,NST,FWD,PIR,PIR,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,CSL,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,WOW,MQG,MQG,MQG,TLS,TLS,MQG,WES,MQG,MQG,WES,TLS,WES,WOW,WES,WES,TLS,TLS,MQG,TLS,MQG,MQG,MQG,TLS,TLS,TLS,MQG,MQG,MQG,MQG,MQG,WOW,MQG,MQG,MQG,WOW,WOW,MQG,WOW,RIO,WOW,WOW,WOW,WOW,TLS
CRZ,TPG,SLM1,MXG,ERA,WEC,PAN,MAH,PAN,WEC,AOG,HT1,PXS,RMS,ALG,IVA,FMS,ERA,SAR,SAR,AOG,MBN,AQP,SPL,SMX,SMX,DML,ERA,ERA,MAH,EHL,KCN,BLY,BLY,RIO,RIO,RIO,RIO,RIO,RIO,WPL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,RIO,WPL,WPL,WPL,WPL,WPL,WPL,MQG,MQG,MQG,MQG,MQG,SCG,SCG,SCG,MQG,SCG,SCG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,MQG,RIO,MQG,MQG,RIO,RIO,TLS,WOW,WOW,TLS,TLS,TLS,WES,TLS,WES,TLS,MQG,MQG,MQG,MQG,MQG,TLS,MQG,TLS,TLS,TLS,TCL,TCL,TCL,TCL,TLS,TCL,TCL,TCL,TCL,RIO,RIO,RIO,RIO,RIO,RIO,RIO,WOW,TLS,TLS,TLS,TLS,WOW
IFN,MMX,TPG,SMX,MXG,MAH,SLX,CMJ,MXG,SLX,SMX,AOG,MXG,BTU,SAR,A1M,HT1,BTU,ERA,IGR,CPL,IMD,GBG,GBG,SPL,ROC1,MBN,DML,IMD,SPL,FWD,SPL,SPL,SPL,WPL,WPL,WPL,WPL,WPL,WPL,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,WPL,RIO,RIO,RIO,MQG,MQG,MQG,WPL,SCG,WPL,SCG,SCG,TCL,TCL,TCL,SCG,TCL,TCL,SCG,SCG,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,MQG,RIO,RIO,TLS,WPL,WPL,WPL,WPL,WPL,TCL,TCL,RIO,RIO,RIO,RIO,RIO,RIO,TCL,TCL,TCL,TCL,TCL,TCL,TCL,TCL,RIO,MQG,MQG,TLS,RIO,RIO,RIO,RIO,RIO,FMG,TLS,FMG,TLS,TLS,TLS,TLS,TLS,RIO,TCL,TCL,TCL,GMG
MMX,HIL,ICL1,CRZ,SMX,ERA,MXG,SLX,CMJ,CER,MXG,PXS,ALG,CMJ,HT1,SMX,BTU,CZA,DLS,ERA,ERA,GRY,SMX,AOG,PIR,PIR,CPL,BBG,NST,FWD,PRU,NWH,AOG,AOG,URW,URW,URW,URW,URW,URW,URW,URW,SUN,SUN,SUN,SUN,SUN,SCG,SCG,SCG,MQG,MQG,MQG,MQG,RIO,RIO,RIO,SCG,WPL,SCG,WPL,TCL,MQG,MQG,RIO,TCL,MQG,MQG,TCL,TCL,SCG,SCG,SCG,SCG,SCG,TCL,TCL,TCL,TCL,TCL,TCL,TCL,TCL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,TLS,RIO,RIO,RIO,RIO,WPL,WPL,WPL,WPL,TCL,TCL,TCL,TCL,RIO,RIO,RIO,RIO,RIO,RIO,RIO,RIO,MQG,RIO,RIO,RIO,TCL,TLS,TLS,TLS,TLS,TCL,FMG,TLS,TCL,TCL,TCL,TCL,FMG,TCL,RIO,GMG,GMG,TCL
HIL,CRZ,OMH,PAN,PAN,SLM1,CMJ,PAN,CER,SMX,CZA,MXG,MAH,BBG,SLX,LNC,SMX,SAR,SPL,AOG,IMD,SPL,AOG,EWC,BBG,CPL,NST,ROC1,SPL,KCN,NWH,BLY,ERA,ERA,QBE,QBE,SUN,SUN,MQG,MQG,SUN,MQG,MQG,SCG,SCG,SCG,SCG,SUN,SUN,WFD,SCG,SCG,SCG,SCG,SCG,SCG,SCG,RIO,RIO,TCL,TCL,WPL,BXB,WFD,MQG,WFD,WFD,BXB,WPL,RIO,TCL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,SCG,WPL,WPL,WPL,TCL,TCL,TCL,TCL,TCL,TCL,TCL,TCL,TCL,TCL,TCL,TCL,RIO,RIO,TCL,TCL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,WPL,GMG,WPL,GMG,NCM,FMG,FMG,GMG,GMG,GMG,TLS,TCL,TCL,FMG,FMG,FMG,FMG,TCL,GMG,GMG,RIO,RIO,RIO
ENV,BRM,SMX,TPG,CRZ,BRM,WEC,MXG,AOG,GRY,WEC,GRY,LNC,MAH,GRY,ALG,AOG,EWC,PXS,AQP,AQP,MXG,EWC,MDL,EWC,DCG,EWC,SMX,SDL,ERA,SLR,SBM,MDL,MDL,SUN,SUN,MQG,MQG,ORG,SUN,MQG,SUN,SCG,MQG,AMP,MQG,MQG,MQG,WFD,SUN,AMP,AMP,AMP,QBE,QBE,QBE,WFD,WFD,WFD,RIO,RIO,WFD,WFD,BXB,WPL,BXB,BXB,RIO,RIO,WPL,WPL,TCL,TCL,TCL,TCL,SCG,SCG,SCG,SCG,WPL,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,SCG,GMG,SCG,GMG,GMG,NCM,NCM,NCM,NCM,NCM,GMG,NCM,GMG,GMG,NCM,NCM,NCM,GMG,NCM,GMG,FMG,FMG,FMG,GMG,APT,APT,GMG,GMG,GMG,GMG,GMG,FMG,APT,ALL,ALL,FMG
SMX,SLM1,CRZ,SPT,WEC,MXG,SMX,SMX,ALG,MXG,ALG,ALG,BDR,TPG,CMJ,GRY,A1M,SMX,SMX,IMD,GBG,AOG,MBN,NWH,IMD,AOG,IMD,AOG,DCG,SDL,ASL,ASL,SMX,SMX,ORG,MQG,ORG,ORG,QBE,ORG,ORG,ORG,ORG,AMP,ORG,ORG,AMP,AMP,MQG,MQG,WFD,WFD,WFD,AMP,WFD,WFD,TCL,TCL,TCL,WFD,WFD,BXB,WPL,WPL,BXB,WPL,WPL,WFD,WFD,BXB,BXB,BXB,BXB,QBE,SUN,QBE,AMC,AMC,SUN,SUN,AMC,AMC,AMC,SUN,S32,S32,IAG,IAG,S32,ALL,IAG,ALL,SUN,S32,S32,SUN,GMG,NCM,SCG,GMG,SCG,NCM,GMG,GMG,GMG,GMG,GMG,NCM,ALL,ALL,ALL,COL,GMG,FMG,FMG,GMG,NCM,NCM,NCM,COL,APT,GMG,GMG,APT,APT,ALL,APT,ALL,APT,ALL,APT,FMG,ALL
BRM,SMX,MMX,ENV,GNS,SMX,CER,ALG,HT1,CMJ,GRY,MAH,BTU,AOG,IVA,HT1,ALG,HT1,IGR,SPL,SPL,TEN,BBG,SMX,MDL,NST,ROC1,DCG,MDL,DCG,ERA,NST,SLX,SLX,MQG,ORG,BXB,QBE,SUN,QBE,AMP,AMP,AMP,ORG,MQG,AMP,ORG,WFD,BXB,AMP,SUN,BXB,QBE,TCL,AMP,AMP,QBE,QBE,QBE,SUN,BXB,RIO,RIO,RIO,WFD,RIO,RIO,NCM,BXB,WFD,NCM,WFD,WFD,SUN,QBE,AGL,AGL,SUN,AMC,AMC,NCM,S32,S32,AMC,AMC,SUN,SUN,SUN,IAG,IAG,ALL,SUN,ALL,SUN,SUN,IAG,S32,GMG,S32,NCM,BXB,SCG,BXB,SCG,SCG,SCG,SCG,ALL,GMG,NCM,NCM,FMG,FMG,WPL,WPL,COL,COL,COL,COL,NCM,COL,COL,WPL,WPL,ALL,NCM,ALL,COL,ALL,FMG,FMG,APT,JHX
TPG,ENV,GNS,RSG,BRM,PAN,TPI,CER,SMX,ALG,MAH,WTF,CZA,MBN,TPG,IIN,PXS,MXG,MXG,MXG,PXS,EWC,MXG,DCG,TRS,MBN,SMX,NST,AQP,MDL,SBM,PRU,KCN,KCN,STO,BXB,QBE,BXB,BXB,AMP,BXB,BXB,BXB,WFD,IAG,QBE,WFD,BXB,AMC,TCL,QBE,QBE,TCL,WFD,TCL,TCL,AMP,AMP,AMP,AMP,AMP,AMP,AMC,AMP,AMC,AMC,NCM,WPL,AMC,AMC,WFD,AMC,AMC,AMC,NCM,AMC,SUN,QBE,AGL,QBE,SUN,SUN,SUN,NCM,WFD,WFD,S32,S32,SUN,S32,SUN,IAG,IAG,ALL,BXB,GMG,NCM,S32,BXB,S32,NCM,BXB,SCG,BXB,SYD,ALL,ALL,SCG,SCG,SCG,BXB,WPL,COL,COL,COL,WPL,APT,ALL,APT,APT,WPL,WPL,COL,ALL,WPL,COL,COL,APT,COL,WPL,JHX,JHX,COL
SUL,WTF,PAN,SXL,SIG,CRZ,IVA,AOG,SLX,RMS,ERA,CMJ,RMS,WTF,MMS,PXS,EWC,PXS,EWC,PXS,MXG,PXS,DCG,CPL,DCG,IMD,BBG,EWC,ROC1,NST,BRU,ERA,NST,NST,BXB,AMP,STO,AMC,AMP,BXB,QBE,STO,WFD,IAG,WFD,BXB,QBE,TCL,AMP,BXB,BXB,SUN,BXB,BXB,SUN,SUN,SUN,AMC,SUN,BXB,QBE,AMC,AMP,AMC,AMP,QBE,AMC,AMC,NCM,NCM,AMC,SUN,SUN,WFD,WFD,SUN,QBE,AGL,QBE,AGL,SYD,NCM,NCM,S32,SUN,NCM,WFD,AMC,WFD,SUN,S32,S32,S32,BXB,ALL,BXB,SUN,BXB,NCM,BXB,AMC,AMC,ALL,IAG,ALL,IAG,SYD,SYD,SYD,BXB,QBE,BXB,BXB,BXB,ASX,ALL,ALL,APT,ALL,WPL,NCM,NCM,NCM,COL,COL,APT,WPL,NCM,JHX,COL,COL,COL,SYD
CDD,PAN,WEC,WEC,TPG,SLX,ALG,TPG,MAH,HT1,HT1,CZA,TPG,IVA,BDR,CMJ,IIN,AOG,AQP,MTU,MAH,MTU,CPL,MBN,MBN,MDL,DCG,MDL,EWC,NWH,DCG,SLR,EWC,EWC,AMP,STO,IAG,STO,STO,STO,STO,QBE,STO,BXB,QBE,WFD,IAG,IAG,TCL,AMC,TCL,TCL,SUN,AMC,BXB,AMC,AMC,SUN,AMC,QBE,SUN,SUN,QBE,SUN,SUN,SUN,SUN,SUN,SYD,SUN,SUN,QBE,QBE,NCM,AMC,NCM,WFD,SYD,IAG,IAG,AGL,SYD,AGL,IAG,NCM,IAG,NCM,WFD,ORG,ORG,ORG,AMC,BXB,IAG,GMG,S32,IAG,SUN,SUN,SUN,IAG,ALL,IAG,ALL,IAG,BXB,BXB,BXB,BXB,FMG,SCG,ASX,ALL,ASX,BXB,BXB,WPL,WPL,WPL,ALL,ALL,ALL,ALL,NCM,NCM,WPL,NCM,WPL,SYD,JHX,WPL,SYD,SHL
SIG,GNS,PMV,CZA,SPT,SIG,ESG,MMS,MMS,CZA,CMJ,GBG,BBG,MMS,MBN,IGR,MAH,IGR,MAH,GBG,TEN,NST,SPL,EHL,SLX,BBG,AOG,AQA,KCN,EHL,AOG,DCG,NWH,NWH,AMC,AMC,AMP,IAG,IAG,IAG,IAG,IAG,IAG,STO,BXB,IAG,BXB,AMC,QBE,IAG,AMC,AMC,AMC,SUN,AMC,BXB,BXB,BXB,BXB,AMC,AMC,QBE,SUN,QBE,QBE,AMP,SYD,AMP,SUN,SYD,SYD,NCM,NCM,BXB,AGL,WFD,BXB,BXB,SYD,AMP,S32,AGL,SYD,AGL,IAG,AMC,ORG,BXB,ALL,SYD,NCM,ORG,GMG,GMG,IAG,NCM,BXB,IAG,AMC,AMC,QBE,IAG,AMC,SYD,SUN,SYD,IAG,COL,FMG,SYD,SYD,IAG,ASX,ALL,ALL,ASX,ASX,SYD,SHL,SYD,SYD,SHL,JHX,JHX,JHX,JHX,JHX,SYD,SHL,SYD,SYD,WPL,WPL
PMV,PMV,BRM,CDD,PMV,TPG,MMS,PMV,TPI,MAH,TPG,BTU,CMJ,PMV,PMV,BTU,IGR,MAH,IMD,SMX,MTU,DCG,PXS,AQP,LNC,TRS,MDL,AQP,NWH,ROC1,LNC,AOG,DCG,DCG,IAG,IAG,AMC,AMP,AMC,AMC,AMC,TCL,QBE,QBE,STO,TCL,TCL,QBE,IAG,QBE,IAG,IAG,ORG,ORG,ORG,IAG,SYD,SYD,SYD,SYD,SYD,SYD,SYD,SYD,SYD,SYD,AMP,SYD,AMP,AMP,QBE,S32,AGL,AGL,BXB,SYD,NCM,NCM,NCM,NCM,IAG,IAG,IAG,SYD,ORG,ORG,AMC,ALL,NCM,AMC,AMC,NCM,AMC,AMC,NCM,AMC,AMC,AMC,IAG,IAG,SUN,S32,SYD,AMC,BXB,COL,QBE,IAG,IAG,QBE,FMG,ALL,AMC,AMC,SHL,APT,BXB,BXB,ASX,JHX,XRO,JHX,SYD,SHL,SHL,SHL,SHL,JHX,NCM,SHL,NCM,SHL,APT
ICL1,CHC,SLX,PMV,SLX,AOG,AOG,IVA,TPG,EWC,WTF,TPG,WTF,BDR,LNC,CDU,CDU,BBG,MTU,AQA,SMX,SMX,NST,TEN,MXG,MXG,SLX,MGX,EHL,AOG,MML,ROC1,ROC1,ROC1,TCL,TCL,AZJ,AZJ,AZJ,AZJ,AZJ,AMC,TCL,TCL,TCL,AMC,AMC,ORG,ORG,ORG,ORG,ORG,IAG,IAG,IAG,ORG,IAG,IAG,IAG,IAG,IAG,IAG,NCM,IAG,NCM,NCM,QBE,QBE,IAG,IAG,S32,SYD,AMP,AMP,IAG,AMP,AMP,WFD,BXB,S32,AMP,WFD,ALL,BXB,AGL,BXB,ALL,ORG,SYD,NCM,SYD,SYD,SYD,SYD,QBE,QBE,SYD,ALL,QBE,QBE,S32,SUN,SUN,SUN,QBE,QBE,COL,QBE,QBE,COL,COL,AMC,SYD,IAG,APT,SHL,QBE,SHL,JHX,BXB,JHX,BXB,SHL,SYD,XRO,QBE,XRO,SHL,WPL,NCM,XRO,NCM,NCM
SPT,WEC,ENV,GNS,EXT,ESG,DML,WEC,WEC,GBG,EWC,MMS,MMS,LNC,BTU,SLX,SLX,IIN,MDL,MAH,DML,SKE,GWA,BBG,PXS,SLX,HZN,CCP,SBM,SLR,CDU,SLX,HZN,HZN,AZJ,AZJ,TCL,TCL,TCL,TCL,TCL,AZJ,AMC,AMC,AMC,STO,STO,STO,SYD,GMG,SGP,GMG,SYD,SYD,GMG,SYD,AGL,AGL,AGL,AZJ,AGL,AGL,IAG,NCM,IAG,IAG,IAG,IAG,QBE,QBE,AMP,AMP,S32,S32,AMP,BXB,SYD,IAG,WFD,SYD,BXB,BXB,BXB,WFD,BXB,ALL,AMP,SYD,AMC,GMG,GMG,BXB,QBE,QBE,AMC,SYD,ALL,SYD,SYD,SYD,SYD,SYD,S32,ASX,ASX,SUN,SUN,SUN,COL,ASX,AMC,SYD,IAG,APA,A2M,QBE,SHL,ASX,SYD,SHL,BXB,SYD,SCG,BXB,SYD,SYD,COH,XRO,XRO,XRO,SHL,XRO,STO
PAN,RSG,SPT,BRM,ENV,CDD,TPG,TPI,CHC,CHC,GBG,BDR,SAR,GRY,CHC,BDR,GWA,ALG,GBG,MDL,IGR,IDL,MTU,SKE,SCP,EHL,MXG,HZN,SMX,SLX,SLX,SMX,AQA,AQA,WRT,WRT,FMG,WRT,WRT,WRT,WRT,WRT,AZJ,AZJ,AZJ,AZJ,AZJ,AZJ,GMG,AZJ,NCM,SYD,NCM,S32,AZJ,GMG,GMG,AZJ,AZJ,AGL,CTX,CTX,AGL,AGL,AGL,AGL,AGL,AGL,AGL,S32,IAG,AGL,IAG,IAG,SYD,S32,IAG,AMP,AMP,WFD,QBE,AMP,QBE,ORG,SYD,SYD,BXB,NCM,BXB,AGL,AGL,GMG,NCM,NCM,SYD,ALL,QBE,QBE,ALL,ALL,ALL,QBE,QBE,QBE,AMC,ASX,ASX,FMG,SUN,AMC,IAG,A2M,A2M,QBE,AMC,A2M,SYD,JHX,BXB,XRO,SHL,XRO,BXB,XRO,BXB,BXB,BXB,BXB,BXB,QBE,QBE,ASX,S32
